id,CompanyName,address,phone,representative,email,description,sector,ProductAndService,Market,Masothue,Year,Scale,Capacity,Price
company_54,Thành Lợi - DNTN,"ấp Phúc Lộc, X. Trung Nhứt,H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,60.35229411648222,1533.4452163078417
company_55,Trí Thành - Công Ty TNHH Trí Thành,"131 ấp Khu 1, X. Thành Phú, H. Mỹ Xuyên, Sóc Trăng",No phone,No representative,No email,No description,Xây Dựng Dân Dụng,Xây Dựng Dân Dụng;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,108.98553935727611,1061.2421616346878
company_56,Doanh Nghiệp Tư Nhân Hồng Chấn Xay Xát,"Thôn An Phú, X. Hàm Chính,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,66.6367374989245,1928.1563046849285
company_57,Nhà Máy Xay Xát Nguyễn Văn Của,"X. Tuyên Thạnh,ấp Cái Cát, H. Mộc Hóa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,113.23650605824812,915.0122819421347
company_58,Thắng Lợi - DNTN,"ấp Long Thạnh A, TT. Thốt Nốt,H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,91.2592559496043,1400.6538906459325
company_59,Doanh Nghiệp Tư Nhân Nghĩa Thành Phát,"ấp Sà Vần A, X. Ngọc Biên,H. Trà Cú, Trà Vinh",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,192.61226082944606,2132.3047580111715
company_60,Công Ty TNHH MTV Minh Tâm Phát,"261 Quốc Lộ 1A, Khu Phố 3, TT. Bến Lức, H. Bến Lức, Long An",No phone,No representative,No email,"Doanh Nghiệp Tư Nhân Minh Tâm Phát thành lập năm 2003 với nhiều năm kinh nghiệp chúng tôi chuyên mua bán, phân phối các sản phẩm thóc gạo..tới khách hàng nội tỉnh và lân cận.",Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo;Công ty thương mại;Nội tỉnh và lân cận,Nội tỉnh và lân cận,1100523365,2003,Từ 11  - 50 người,159.48808114760348,856.9608659581504
company_61,Nhà Máy Xay Xát Tư Niên,"48 ấp 8, X. Vĩnh Công, H. Châu Thành, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,165.14001574259856,534.5413537999401
company_62,Doanh Nghiệp Tư Nhân Bảy Việt,"313 ấp Tân Lộc A, X. Tân Dương,H. Lai Vung, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,122.46844728122616,1241.7683388222458
company_63,Nhà Máy Xay Hải Phòng,"46 Bạch Đằng, P. Hạ Lý, Q. Hồng Bàng, Tp. Hải Phòng",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,189.48211679571403,2438.3427575019673
company_64,Doanh Nghiệp Tư Nhân Thuận Toan,"TT. Phú Long,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,99.393863914436,1252.6374029815936
company_65,Nhà Máy Xay Xát út Xuân,"Khu A, Lô 4, TT. Hậu Nghĩa, H. Đức Hòa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,112.37479175583935,947.7168616335554
company_66,Doanh Nghiệp Tư Nhân Trung Hiếu,"5 Đường 834, Khu Phố Thanh Xuân,P. 5, TX. Tân An, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,147.80502268220857,1498.9291257325065
company_67,Doanh Nghiệp Tư Nhân Lê Minh Hoàng Xay Xát,"Khu Phố Lập Hòa,TT. Ma Lâm, Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,111.62629042429018,1372.2893086272006
company_68,Doanh Nghiệp Tư Nhân Kim Tú,"X. Hàm Thắng, Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,95.51046790096001,1642.7072029818105
company_69,Doanh Nghiệp Tư Nhân Thiên Thành,"Tổ 11, ấp Bình Phó, P. Long Tuyền,Q. Bình Thủy, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,166.76470455955874,880.7137478872824
company_70,Nhà Máy Xay Nam Định,"1 Bến Ngự, P. Phan Đình Phùng, Nam Định",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,59.49523408438615,1631.1069751256252
company_71,Nhà Máy Xay Xát Vĩnh Thành,"ấp 7, X. Vĩnh Công, H. Châu Thành, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,75.02988783109896,1914.404267728701
company_72,Doanh Nghiệp Tư Nhân Ngọc Tùng,"96 Đường Nguyễn Văn Cương, KP. Nhơn Cầu, TP. Tân An, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,78.33843725286245,1464.0582740480797
company_73,Doanh Nghiệp Tư Nhân Ngô Kiều,"162 P. Ba Lang,Q. Cái Răng, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,97.13633553968495,1380.3937761716234
company_74,Doanh Nghiệp Tư Nhân Thành Tâm,"428 Ngô Quyền, Tp. Rạch Giá, Kiên Giang",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,121.05104447537624,630.6637540312425
company_75,Nhà Máy Thanh Tâm Xay Xát,"Khu Vực 1, TT. Đông Thành, H. Đức Huệ, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,108.77252177061206,755.1702867749497
company_76,Quang Minh - Công Ty TNHH Quang Minh,"ấp Thới Khánh, X. Thới Thạnh, H. Cờ Đỏ, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,156.71356956781798,2340.7922303190294
company_77,Doanh Nghiệp Tư Nhân Vạn Hưng,"Tổ 18, ấp An Thuận, X. An Hiệp,H. Châu Thành, Đồng Tháp",No phone,No representative,No email,No description,Gạo - Công Ty Và Đại Lý Gạo,Gạo - Công Ty Và Đại Lý Gạo;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,177.28613614942995,1500.5233188095299
company_78,Công Thành - Công Ty TNHH Công Thành,"Quốc Lộ 1A, ấp Quyết Thắng, X. Khánh Hậu, TX. Tân An, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,122.05734430816445,1752.6290735365324
company_79,Doanh Nghiệp Tư Nhân Đình Phúc,"Tổ 17, Thôn Trà Quang Nam, TT. Phù Mỹ, H. Phù Mỹ, Bình Định",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,65.93670229268409,1980.608872327515
company_80,Tân Hưng - Công Ty TNHH Tân Hưng,"109 ấp Tân Quy A,P. Tân Hưng, H. Long Phú, Sóc Trăng",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,98.272158761046,1509.1809310170297
company_81,Hải Triều - Công Ty TNHH Hải Triều,"ấp 6, X. Tóc Tiên, H. Tân Thành, Bà Rịa-Vũng Tàu",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,132.8686983940217,738.0963506566467
company_82,Doanh Nghiệp Tư Nhân Võ Thuê Xay Xát,"Thôn Phú Lập, X. Hàm Phú,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,114.36224233004577,2304.049640158605
company_83,Doanh Nghiệp Tư Nhân Nghệ Thành,"167 ấp Xẻo Chích, X. Châu Thới, H. Vĩnh Lợi, Bạc Liêu",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,72.81206420779215,817.6823518114436
company_84,Doanh Nghiệp Tư Nhân Thành Công,"750/A ấp Long Thành A, X. Long Hậu,H. Lai Vung, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,185.9563758356584,2485.7358271952166
company_85,Doanh Nghiệp Tư Nhân Gia Thuận,"Tổ 4, ấp Đông Mỹ, X. Mỹ Hội,Tp. Cao Lãnh, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,170.72643394372878,2268.704298347676
company_86,Vĩnh Xuân - Công Ty TNHH Vĩnh Xuân,"ấp 8, X. Vĩnh Công, H. Châu Thành, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,181.92332017868148,1488.250009521772
company_87,Doanh Nghiệp Tư Nhân Phước Sang 2,"432 ấp Long Hiệp, X. Long An, H. Tân Châu, An Giang",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,119.98292570820388,1292.5515394895638
company_88,Dũng Liêm - Nhà Máy Xay Lúa,"113 Tố 11, ấp Lân Thạnh 1, X. Trung Kiên,H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,155.47138661681794,1869.1738625167334
company_89,Doanh Nghiệp Tư Nhân Phước Sang 1,"133 ấp Long Hòa, X. Long An, H. Tân Châu, An Giang",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,168.0894948102835,1432.570406098168
company_90,Nhà Máy Xay Xát Nguyễn Quang Cang,"ấp 3, X. Nhị Thành, H. Thủ Thừa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,195.42736915491255,2147.6004312409514
company_91,Doanh Nghiệp Tư Nhân Nghệ Thành,"167 ấp Xẻo Chích, X. Châu Thới, H. Vĩnh Lợi, Bạc Liêu",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,89.99384680643729,1428.2625449146235
company_92,Thành Lợi - DNTN,"ấp Phúc Lộc, X. Trung Nhứt,H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,137.05074121780373,1896.3943590376139
company_93,Doanh Nghiệp Tư Nhân Vân Bửu,"516 Tổ 1, ấp Mỹ Tây,TT. Mỹ Thọ, Tp. Cao Lãnh, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,170.37956467112636,1715.5370648861856
company_94,Doanh Nghiệp Tư Nhân Phạm Thị Cúc,"134 ấp 3, X. Nhựt Chánh, H. Bến Lức, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,96.45167517529427,1164.139716185517
company_95,Cơ Sở Nguyễn Thị Tư,"27/36/12/1 Bùi Tư Toàn, P. An Lạc, Q. Bình Tân, TP. Hồ Chí Minh (TPHCM)",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,166.27155996287817,1351.246784326395
company_96,Trí Thành - Công Ty TNHH Trí Thành,"131 ấp Khu 1, X. Thành Phú, H. Mỹ Xuyên, Sóc Trăng",No phone,No representative,No email,No description,Xây Dựng Dân Dụng,Xây Dựng Dân Dụng;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,162.11130185118475,1593.944340321248
company_97,Doanh Nghiệp Tư Nhân Hiệp Thành A,"ấp Đông Mỹ, X. Mỹ Hội,Tp. Cao Lãnh, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,181.47681935525,1352.67704112584
company_98,Doanh Nghiệp Tư Nhân Bình Liêm Xay Xát,"Thôn Bình Liêm, X. Phan Rí Thành, H. Bắc Bình, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,80.06461630002282,686.8146318176975
company_99,Nhà Máy Xay Nam Định,"1 Bến Ngự, P. Phan Đình Phùng, Nam Định",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,77.315478059069,2330.5272252369946
company_100,Doanh Nghiệp Tư Nhân Hoàng Khanh,"ấp Thạnh Hòa, H. Cờ Đỏ,TT. Cờ Đỏ, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,195.34595695010663,742.5825020887777
company_101,Doanh Nghiệp Tư Nhân Kim Tú,"X. Hàm Thắng, Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,131.21662084423554,984.0392468856927
company_102,Doanh Nghiệp Tư Nhân Tiến Đạt,"ấp Cầu, X. Khánh Hậu, TX. Tân An, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,51.37427020757974,626.2244782902358
company_103,Doanh Nghiệp Tư Nhân Nguyễn Khả,"ấp Vĩnh Lợi 1, X. Châu Phong, H. Tân Châu, An Giang",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo;Gạo - Công Ty Và Đại Lý Gạo,Gạo - Công Ty Và Đại Lý Gạo,No tax code,No year,No scale,150.70767672720353,2410.7331779169526
company_104,Doanh Nghiệp Tư Nhân Lê Minh Hoàng Xay Xát,"Khu Phố Lập Hòa,TT. Ma Lâm, Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,115.56162619008022,1349.085911906882
company_105,Doanh Nghiệp Tư Nhân Gia Thuận,"Tổ 4, ấp Đông Mỹ, X. Mỹ Hội,Tp. Cao Lãnh, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,91.27363281954113,1496.093797840409
company_106,Doanh Nghiệp Tư Nhân Thành Công,"750/A ấp Long Thành A, X. Long Hậu,H. Lai Vung, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,106.60377030995609,2086.9900927190656
company_107,Doanh Nghiệp Tư Nhân Mười Xương Xay Xát,"Thôn 1, X. Hàm Đức,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,132.45070318309357,2386.1414249647296
company_108,Nhà Máy Sông Hương Xay,"36B Đinh Tiên Hoàng, P. 8, Vĩnh Long",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,167.7201347044518,590.4211608890613
company_109,Doanh Nghiệp Tư Nhân Tám Trang,"ấp Cầu, X. Khánh Hậu, TX. Tân An, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,68.0279223439045,1216.1632188213887
company_110,Thắng Lợi - DNTN,"ấp Long Thạnh A, TT. Thốt Nốt,H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,191.43117078507814,1196.2632221613962
company_111,Công Ty Chế Biến Kinh Doanh Lương Thực Thực Phẩm Ninh Bình,"Võ Thị Sáu, P. Đông Thành, Ninh Bình",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,70.02791497040369,1355.3670184684163
company_112,Phước Sinh - Công Ty TNHH Thương Mại Dịch Vụ Phước Sinh,"Khu Công Nghiệp Vĩnh Lộc, Lot C12/1,Đường 2F, X. Vĩnh Lộc A, H. Bình Chánh, TP. Hồ Chí Minh (TPHCM)",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,"Xay Xát - Nhà Máy Xay Xát Lúa Gạo;Bột Mì, Bột Ngô, Năng, Gạo, Nếp","Bột Mì, Bột Ngô, Năng, Gạo, Nếp",No tax code,No year,No scale,79.26288903239782,1563.2633373872434
company_113,Nhà Máy Xát Xay Gạo Dung Chiếm,"Số 108, TDP. 2, Miêu Nha, Tây Mỗ, Q. Nam Từ Liêm, Hà Nội Hà Nội",No phone,No representative,No email,"Nhà Máy Xát Xay Gạo Dung Chiếm chuyên cung cấp các sản phẩm về gạo như: Gạo Tám Điện Biên, Gạo Bắc Hương, Gạo Tám Thái, Gạo nếp cái hoa vàng, Gạo nếp nhung,.. Đến với chúng tôi các bạn sẽ lựa chọn được những loại gạo thơm ngon, ưng ý Quý khách hàng.",Gạo - Công Ty Và Đại Lý Gạo,Gạo - Công Ty Và Đại Lý Gạo;Xay Xát - Nhà Máy Xay Xát Lúa Gạo;Nhà phân phối - Bán sỉ;Miền Bắc;ISO 9001:2000,ISO 9001:2000,2005,ISO 9001:2000,Nhà Máy Xát Xay Gạo Dung Chiếm,114.63851023817786,2125.961370119952
company_114,Doanh Nghiệp Tư Nhân Tài Lợi,"153 ấp Xẻo Chích, TT. Châu Hưng, H. Vĩnh Lợi, Bạc Liêu",No phone,No representative,No email,Doanh nghiệp tư nhân Tài Lợi chuyên cung cấp gạo và xay xát gạo.,Gạo - Công Ty Và Đại Lý Gạo,Gạo - Công Ty Và Đại Lý Gạo;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,ít hơn 5 người,Doanh Nghiệp Tư Nhân Tài Lợi,1900173102,52.565777018737734,2200.3458958336923
company_115,Doanh Nghiệp Tư Nhân Bảo Vân,"63 Tổ 2, ấp Long Hòa, X. Long An, H. Tân Châu, An Giang",No phone,No representative,No email,No description,Gạo - Công Ty Và Đại Lý Gạo,Gạo - Công Ty Và Đại Lý Gạo;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,188.66772282367458,1734.6623895708838
company_116,Thuận Thuận - Công Ty TNHH Thuận Thuận,"100B ấp Tân Hòa, P. An Hòa, TX. Sa Đéc, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo;Gạo - Công Ty Và Đại Lý Gạo,Gạo - Công Ty Và Đại Lý Gạo,No tax code,No year,No scale,69.23564324009617,1678.296750335748
