id,CompanyName,address,phone,representative,email,description,sector,ProductAndService,Market,Masothue,Year,Scale,Capacity,Price,formatted_address,latitude,longitude,place_id
company_41,Dũng Liêm - Nhà Máy Xay Lúa,"113 Tố 11, ấp Lân Thạnh 1, X. Trung Kiên,H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,95.13266405770256,1655.616702518433,"Trung Kiên, Thốt Nốt, Cần Thơ, Việt Nam",10.2445942,105.5532993,ChIJI-uqCn6doDERUp0SU6lCIHI
company_42,Doanh Nghiệp Tư Nhân Kim Tú,"X. Hàm Thắng, Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,130.51081079280124,560.2045200574106,"Hàm Thắng, Hàm Thuận Bắc, Bình Thuận, Việt Nam",10.9725767,108.1250791,ChIJSex8KrecdjERrfqZCu3bkwI
company_43,Doanh Nghiệp Tư Nhân Đình Phúc,"Tổ 17, Thôn Trà Quang Nam, TT. Phù Mỹ, H. Phù Mỹ, Bình Định",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,89.54441291684049,1123.3587969622197,"tt. Phù Mỹ, Phù Mỹ, Bình Định, Việt Nam",14.1770135,109.0475121,ChIJvSjafskzbzERb53N6COyy_c
company_44,Thịnh Vượng - Công Ty TNHH Thịnh Vượng,"ấp Bình Hòa, X. Bình Lãng, H. Tân Trụ, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,123.26196668678904,1542.3296760600786,"Bình Hòa, Tân Trụ, Long An, Việt Nam",10.4756053,106.5209388,ChIJw_zKS8a0CjERpF0fqQMD5UI
company_45,Doanh Nghiệp Tư Nhân Văn Hoa,"86/1B Võ Tánh, TT. Cái Răng, H. Châu Thành, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,84.20102557554095,2455.199242673039,"86 Đ. Võ Tánh, Lê Bình, Cái Răng, Cần Thơ, Việt Nam",10.0044263,105.7467279,ChIJHdIW1a-JoDERm13yYruVVPI
company_46,Doanh Nghiệp Tư Nhân Duy Xuân Xay Xát,"Thôn Phú Lập, X. Hàm Phú,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,117.39993703961524,2084.0316171198187,"Hàm Phú, Hàm Thuận Bắc, Bình Thuận, Việt Nam",11.1557365,108.059866,ChIJY4TfUv6fdjERlCMuS4OQEWE
company_47,Ngọc Lựu - Công Ty TNHH Ngọc Lựu,"Tổ 14, ấp Bình Phú 2,X. Bình Hòa, H. Châu Thành, An Giang",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,60.483007732172666,934.9358177175162,"Bình Hòa, Châu Thành, An Giang, Việt Nam",10.463087,105.3423985,ChIJz5tI22oSCjERIDF5B3pXkmc
company_48,Doanh Nghiệp Tư Nhân Hoàng Khanh,"ấp Thạnh Hòa, H. Cờ Đỏ,TT. Cờ Đỏ, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,157.77203591126275,2187.051782325631,"tt. Cờ Đỏ, Cờ Đỏ, Cần Thơ, Việt Nam",10.098075,105.4360963,ChIJaVit5UCYoDER81v-YZBmSIM
company_49,Cơ Sở Nguyễn Thị Tư,"27/36/12/1 Bùi Tư Toàn, P. An Lạc, Q. Bình Tân, TP. Hồ Chí Minh (TPHCM)",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,77.55039620325466,1215.789319096053,"27/36/70H Bùi Tư Toàn, An Lạc, Bình Tân, Hồ Chí Minh, Việt Nam",10.7332416,106.6175255,ChIJn94DTsMtdTERyTV7fZF0jQs
company_50,Doanh Nghiệp Tư Nhân Hưng Phát,"X. Thạnh Phước,H. Thạnh Hóa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,102.64252325388613,1263.9524500906036,"Thạnh Phước, Thạnh Hóa, Long An, Việt Nam",10.6798261,106.099291,ChIJY0kzruXoCjER1G6jMrjHBJ0
company_51,Doanh Nghiệp Tư Nhân Mỹ Xuân,"83/4 ấp Mỹ Xuân,X. Dương Xuân Hội, H. Châu Thành, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,122.97443609942906,1036.6585667875784,"CFG5+RP, Dương Xuân Hội, Châu Thành, Long An, Việt Nam",10.427047,106.459305,ChIJzUr5dISzCjER4n2Dq-59_C0
company_52,Doanh Nghiệp Tư Nhân Thành Đạt,"ấp 4, TT. Long Phú, H. Long Phú, Sóc Trăng",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,176.05185013236812,1638.915793818218,"tt. Long Phú, Long Phú, Sóc Trăng, Việt Nam",9.6221576,106.1169299,ChIJp8DcyZZJoDERpXUX1wOES6w
company_53,Doanh Nghiệp Tư Nhân Thành Tâm Xay Xát,"Thôn Thái Thành, X. Hồng Thái, H. Bắc Bình, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,153.2202907087587,1609.12432833327,"Hồng Thái, Bắc Bình, Bình Thuận, Việt Nam",11.1956011,108.463214,ChIJrQh-3bfAdjERxMPc1rh13eM
company_54,Thành Lợi - DNTN,"ấp Phúc Lộc, X. Trung Nhứt,H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,60.35229411648222,1533.4452163078415,"Trung Nhứt, Thốt Nốt, Cần Thơ, Việt Nam",10.2520293,105.5122694,ChIJ6fGSl_51CjERrFCwzW8gQZA
company_55,Trí Thành - Công Ty TNHH Trí Thành,"131 ấp Khu 1, X. Thành Phú, H. Mỹ Xuyên, Sóc Trăng",No phone,No representative,No email,No description,Xây Dựng Dân Dụng,Xây Dựng Dân Dụng;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,108.98553935727612,1061.2421616346878,"Thạnh Phú, Mỹ Xuyên, Sóc Trăng, Việt Nam",9.4994251,105.8642593,ChIJCfaO9JuroTERJVF3vhgwujk
company_56,Doanh Nghiệp Tư Nhân Hồng Chấn Xay Xát,"Thôn An Phú, X. Hàm Chính,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,66.6367374989245,1928.1563046849285,"Hàm Chính, Hàm Thuận Bắc, Bình Thuận, Việt Nam",11.022484,108.1072924,ChIJ0_sqB1CcdjERKM4pbOeeWas
company_57,Nhà Máy Xay Xát Nguyễn Văn Của,"X. Tuyên Thạnh,ấp Cái Cát, H. Mộc Hóa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,113.23650605824812,915.0122819421348,"Tuyên Thạnh, Mộc Hóa, Long An, Việt Nam",10.778249,105.8877494,ChIJQYsTDzv6CjER910BreMABOU
company_58,Thắng Lợi - DNTN,"ấp Long Thạnh A, TT. Thốt Nốt,H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,91.2592559496043,1400.6538906459325,"268, 162 QL91, TT. Thốt Nốt, Thốt Nốt, Cần Thơ, Việt Nam",10.2705093,105.5324258,ChIJSV6CFIl3CjEReeq3Q0-fMsU
company_59,Doanh Nghiệp Tư Nhân Nghĩa Thành Phát,"ấp Sà Vần A, X. Ngọc Biên,H. Trà Cú, Trà Vinh",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,192.6122608294461,2132.3047580111715,"Ngọc Biên, Trà Cú, Trà Vinh, Việt Nam",9.6964056,106.3640398,ChIJNwe0vWoloDER61QadeuNMdg
company_60,Công Ty TNHH MTV Minh Tâm Phát,"261 Quốc Lộ 1A, Khu Phố 3, TT. Bến Lức, H. Bến Lức, Long An",No phone,No representative,No email,"Doanh Nghiệp Tư Nhân Minh Tâm Phát thành lập năm 2003 với nhiều năm kinh nghiệp chúng tôi chuyên mua bán, phân phối các sản phẩm thóc gạo..tới khách hàng nội tỉnh và lân cận.",Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo;Công ty thương mại;Nội tỉnh và lân cận,Nội tỉnh và lân cận,1100523365,2003,Từ 11  - 50 người,159.48808114760348,856.9608659581504,"261 QL1A, TT. Bến Lức, Bến Lức, Long An, Việt Nam",10.6367634,106.4855102,ChIJ9aq1On3MCjERmsakY4f3YqM
company_61,Nhà Máy Xay Xát Tư Niên,"48 ấp 8, X. Vĩnh Công, H. Châu Thành, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,165.14001574259856,534.5413537999401,"Ấp 8, Châu Thành, Long An, Việt Nam",10.4730714,106.4410732,ChIJh-1xJB60CjERSmRIcxgAui8
company_62,Doanh Nghiệp Tư Nhân Bảy Việt,"313 ấp Tân Lộc A, X. Tân Dương,H. Lai Vung, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,122.46844728122616,1241.7683388222458,"Tân Dương, Lai Vung, Đồng Tháp, Việt Nam",10.335001,105.7057792,ChIJaWxV_AJ8CjERrCP_AenyoHI
company_63,Nhà Máy Xay Hải Phòng,"46 Bạch Đằng, P. Hạ Lý, Q. Hồng Bàng, Tp. Hải Phòng",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,189.48211679571403,2438.3427575019678,"46 Bạch Đằng, Hạ Lý, Hồng Bàng, Hải Phòng, Việt Nam",20.8620059,106.671306,ChIJFSDhkF56SjERitP-uXc90sE
company_64,Doanh Nghiệp Tư Nhân Thuận Toan,"TT. Phú Long,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,99.393863914436,1252.6374029815936,"TT. Phú Long, Hàm Thuận Bắc, Bình Thuận, Việt Nam",10.9703985,108.1606557,ChIJrQrKGzabdjERBO8SS0k6xRw
company_65,Nhà Máy Xay Xát út Xuân,"Khu A, Lô 4, TT. Hậu Nghĩa, H. Đức Hòa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,112.37479175583935,947.7168616335554,"TT. Hậu Nghĩa, Đức Hòa, Long An, Việt Nam",10.9070312,106.3905338,ChIJD08tLjIoCzERpKtE_EhPKnE
company_66,Doanh Nghiệp Tư Nhân Trung Hiếu,"5 Đường 834, Khu Phố Thanh Xuân,P. 5, TX. Tân An, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,147.80502268220857,1498.9291257325065,"1 Thanh Xuân, Phường 5, Tân An, Long An, Việt Nam",10.5473693,106.4138172,ChIJQ3C0Js7JCjERO3Wa7ay3U98
company_67,Doanh Nghiệp Tư Nhân Lê Minh Hoàng Xay Xát,"Khu Phố Lập Hòa,TT. Ma Lâm, Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,111.62629042429018,1372.2893086272006,"tt. Ma Lâm, Hàm Thuận Bắc, Bình Thuận, Việt Nam",11.0510655,108.1058102,ChIJreYHtiicdjERDAxeNCSMWPE
company_68,Doanh Nghiệp Tư Nhân Kim Tú,"X. Hàm Thắng, Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,95.51046790096,1642.7072029818105,"Hàm Thắng, Hàm Thuận Bắc, Bình Thuận, Việt Nam",10.9725767,108.1250791,ChIJSex8KrecdjERrfqZCu3bkwI
company_69,Doanh Nghiệp Tư Nhân Thiên Thành,"Tổ 11, ấp Bình Phó, P. Long Tuyền,Q. Bình Thủy, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,166.76470455955874,880.7137478872824,"11 Tô Vĩnh Diện, Long Tuyền, Bình Thủy, Cần Thơ, Việt Nam",10.0286898,105.7245629,EkQxMSBUw7QgVsSpbmggRGnhu4duLCBMb25nIFR1eeG7gW4sIELDrG5oIFRo4buneSwgQ-G6p24gVGjGoSwgVmlldG5hbSIwEi4KFAoSCc3i7tbviKAxERlXfvPymAwZEAsqFAoSCUG3VR33iKAxERg-Qp-Xh7XN
company_70,Nhà Máy Xay Nam Định,"1 Bến Ngự, P. Phan Đình Phùng, Nam Định",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,59.49523408438615,1631.1069751256252,"1 Bến Ngự, Phan Đình Phùng, Nam Định, Việt Nam",20.4239356,106.1814391,ChIJDSmed0rnNTERSKZ3HMhgqxI
company_71,Nhà Máy Xay Xát Vĩnh Thành,"ấp 7, X. Vĩnh Công, H. Châu Thành, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,75.02988783109896,1914.404267728701,"Vĩnh Công, Châu Thành, Long An, Việt Nam",10.4844769,106.4494214,ChIJnVkoFSa0CjER34-zFcXoc8g
company_72,Doanh Nghiệp Tư Nhân Ngọc Tùng,"96 Đường Nguyễn Văn Cương, KP. Nhơn Cầu, TP. Tân An, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,78.33843725286245,1464.0582740480795,"96 Nguyễn Văn Cương, Phường Tân Khánh, Châu Thành, Long An, Việt Nam",10.4874794,106.3757105,Ek85NiBOZ3V54buFbiBWxINuIEPGsMahbmcsIFBoxrDhu51uZyBUw6JuIEtow6FuaCwgQ2jDonUgVGjDoG5oLCBMb25nIEFuLCBWaWV0bmFtIjASLgoUChIJR-yx2RO3CjERbfPi3sqkSQIQYCoUChIJd-j4ZRe3CjERp7jEwTU6-P0
company_73,Doanh Nghiệp Tư Nhân Ngô Kiều,"162 P. Ba Lang,Q. Cái Răng, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,97.13633553968496,1380.3937761716234,"Ba Láng, Cái Răng, Cần Thơ, Việt Nam",9.9832675,105.7380511,ChIJj1zHSJ2JoDERL60K5fRi-iY
company_74,Doanh Nghiệp Tư Nhân Thành Tâm,"428 Ngô Quyền, Tp. Rạch Giá, Kiên Giang",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,121.05104447537624,630.6637540312425,"428 Ng. Quyền, Vĩnh Lạc, Tp. Rạch Giá, Kiên Giang, Việt Nam",9.9967167,105.0972604,ChIJjfRDLnS0oDERg-ZYXGy20Zk
company_75,Nhà Máy Thanh Tâm Xay Xát,"Khu Vực 1, TT. Đông Thành, H. Đức Huệ, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,108.77252177061206,755.1702867749497,"tt. Đông Thành, Đức Huệ, Long An, Việt Nam",10.8932068,106.293406,ChIJ6TNmcnrYCjERDypixmUHiKU
company_76,Quang Minh - Công Ty TNHH Quang Minh,"ấp Thới Khánh, X. Thới Thạnh, H. Cờ Đỏ, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,156.71356956781798,2340.7922303190294,"Cờ Đỏ, Cần Thơ, Việt Nam",10.1135304,105.4536718,ChIJCxfF0K6QoDERCKB7WjmwnT4
company_77,Doanh Nghiệp Tư Nhân Vạn Hưng,"Tổ 18, ấp An Thuận, X. An Hiệp,H. Châu Thành, Đồng Tháp",No phone,No representative,No email,No description,Gạo - Công Ty Và Đại Lý Gạo,Gạo - Công Ty Và Đại Lý Gạo;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,177.28613614942995,1500.52331880953,"An Hiệp, Châu Thành, Đồng Tháp, Việt Nam",10.2862507,105.8114175,ChIJM5EFAeyACjERvNnrZc6A_2U
company_78,Công Thành - Công Ty TNHH Công Thành,"Quốc Lộ 1A, ấp Quyết Thắng, X. Khánh Hậu, TX. Tân An, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,122.05734430816445,1752.6290735365324,"QL1A, Khánh Hậu, Tp. Tân An, Long An, Việt Nam",10.5089998,106.3825769,EjFRTDFBLCBLaMOhbmggSOG6rXUsIFRwLiBUw6JuIEFuLCBMb25nIEFuLCBWaWV0bmFtIi4qLAoUChIJN6GjkMVatTYRIEUajar5-F8SFAoSCWcCVywGtwoxETQ5Pgm9_AHM
